unix_time,elapsed_sec,stage,tip_error_mm,orientation_error_deg,gripper_drift_mm,tip_x_mm,tip_y_mm,tip_z_mm,gripper_x_mm,gripper_y_mm,gripper_z_mm
1782501538.974002,0.001413,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501538.982934,0.010346,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501538.992886,0.020298,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.002948,0.03036,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.012831,0.040243,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.022825,0.050236,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.032907,0.060319,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.042917,0.070329,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.052876,0.080287,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.062822,0.090234,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.072833,0.100244,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.082885,0.110296,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.092885,0.120296,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.102881,0.130292,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.112885,0.140296,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.122825,0.150236,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.132875,0.160286,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.142875,0.170286,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.152879,0.18029,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.162856,0.190267,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.172852,0.200263,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.182876,0.210288,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.192895,0.220307,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.202875,0.230286,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.212874,0.240286,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.222875,0.250286,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501539.232876,0.260288,rotate_to_perpendicular_20deg,0.0,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501544.942237,0.001442,insert_0p25mm_perpendicular,0.25,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501544.951058,0.010263,insert_0p25mm_perpendicular,0.25,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501544.961055,0.02026,insert_0p25mm_perpendicular,0.25,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501544.971105,0.03031,insert_0p25mm_perpendicular,0.25,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501544.981086,0.040292,insert_0p25mm_perpendicular,0.25,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501544.991104,0.050309,insert_0p25mm_perpendicular,0.25,0.00103,0.0,-24.796967,-115.904262,-11.886371,-13.794466,-108.990552,14.789504
1782501545.00104,0.060246,insert_0p25mm_perpendicular,0.249061,0.00103,0.001,-24.796967,-115.904262,-11.887371,-13.794466,-108.990552,14.788504
1782501545.011028,0.070233,insert_0p25mm_perpendicular,0.249061,0.00103,0.001,-24.796967,-115.904262,-11.887371,-13.794466,-108.990552,14.788504
1782501545.021086,0.080291,insert_0p25mm_perpendicular,0.247183,0.00103,0.003,-24.796967,-115.904262,-11.889371,-13.794466,-108.990552,14.786504
1782501545.031091,0.090296,insert_0p25mm_perpendicular,0.245307,0.00103,0.005,-24.796967,-115.904262,-11.891371,-13.794466,-108.990552,14.784504
1782501545.041085,0.10029,insert_0p25mm_perpendicular,0.242498,0.00103,0.008,-24.796967,-115.904262,-11.894371,-13.794466,-108.990552,14.781504
1782501545.051019,0.110224,insert_0p25mm_perpendicular,0.240627,0.00103,0.01,-24.796967,-115.904262,-11.896371,-13.794466,-108.990552,14.779504
1782501545.061081,0.120286,insert_0p25mm_perpendicular,0.236534,0.00103,0.014036,-24.797967,-115.904262,-11.900371,-13.795466,-108.990552,14.775504
1782501545.071083,0.130288,insert_0p25mm_perpendicular,0.233734,0.00103,0.017029,-24.797967,-115.904262,-11.903371,-13.795466,-108.990552,14.772504
1782501545.081083,0.140288,insert_0p25mm_perpendicular,0.232441,0.00103,0.018111,-24.798967,-115.904262,-11.904371,-13.796466,-108.990552,14.771504
1782501545.091082,0.150287,insert_0p25mm_perpendicular,0.229282,0.00103,0.021213,-24.799967,-115.904262,-11.907371,-13.797466,-108.990552,14.768504
1782501545.101099,0.160304,insert_0p25mm_perpendicular,0.227056,0.00103,0.023345,-24.800967,-115.904262,-11.909371,-13.798466,-108.990552,14.766504
1782501545.111094,0.170299,insert_0p25mm_perpendicular,0.222964,0.00103,0.027459,-24.801967,-115.904262,-11.913371,-13.799466,-108.990552,14.762504
1782501545.121083,0.180289,insert_0p25mm_perpendicular,0.2211,0.00103,0.029428,-24.801967,-115.904262,-11.915371,-13.799466,-108.990552,14.760504
1782501545.131079,0.190284,insert_0p25mm_perpendicular,0.217942,0.00103,0.032558,-24.802967,-115.904262,-11.918371,-13.800466,-108.990552,14.757504
1782501545.141081,0.200286,insert_0p25mm_perpendicular,0.216647,0.00103,0.033734,-24.803967,-115.904262,-11.919371,-13.801466,-108.990552,14.756504
1782501545.151082,0.210287,insert_0p25mm_perpendicular,0.215354,0.00103,0.034928,-24.804967,-115.904262,-11.920371,-13.802466,-108.990552,14.755504
1782501545.161092,0.220297,insert_0p25mm_perpendicular,0.213128,0.00103,0.037108,-24.805967,-115.904262,-11.922371,-13.803466,-108.990552,14.753504
1782501545.17108,0.230285,insert_0p25mm_perpendicular,0.211262,0.00103,0.039051,-24.805967,-115.904262,-11.924371,-13.803466,-108.990552,14.751504
1782501545.181082,0.240287,insert_0p25mm_perpendicular,0.209036,0.00103,0.041231,-24.806967,-115.904262,-11.926371,-13.804466,-108.990552,14.749504
1782501545.191083,0.250288,insert_0p25mm_perpendicular,0.20681,0.00103,0.043417,-24.807967,-115.904262,-11.928371,-13.805466,-108.990552,14.747504
1782501545.201081,0.260286,insert_0p25mm_perpendicular,0.203651,0.00103,0.046573,-24.808967,-115.904262,-11.931371,-13.806466,-108.990552,14.744504
1782501545.211082,0.270287,insert_0p25mm_perpendicular,0.201425,0.00103,0.048765,-24.809967,-115.904262,-11.933371,-13.807466,-108.990552,14.742504
1782501545.221091,0.280296,insert_0p25mm_perpendicular,0.199561,0.00103,0.050695,-24.809967,-115.904262,-11.935371,-13.807466,-108.990552,14.740504
1782501545.23109,0.290295,insert_0p25mm_perpendicular,0.197334,0.00103,0.052887,-24.810967,-115.904262,-11.937371,-13.808466,-108.990552,14.738504
1782501545.241082,0.300287,insert_0p25mm_perpendicular,0.195108,0.00103,0.055082,-24.811967,-115.904262,-11.939371,-13.809466,-108.990552,14.736504
1782501545.251102,0.310308,insert_0p25mm_perpendicular,0.194176,0.00103,0.056045,-24.811967,-115.904262,-11.940371,-13.809466,-108.990552,14.735504
1782501545.261028,0.320233,insert_0p25mm_perpendicular,0.191949,0.00103,0.058241,-24.812967,-115.904262,-11.942371,-13.810466,-108.990552,14.733504
1782501545.270975,0.33018,insert_0p25mm_perpendicular,0.189723,0.00103,0.06044,-24.813967,-115.904262,-11.944371,-13.811466,-108.990552,14.731504
1782501545.281079,0.340284,insert_0p25mm_perpendicular,0.188791,0.00103,0.0614,-24.813967,-115.904262,-11.945371,-13.811466,-108.990552,14.730504
1782501545.291101,0.350307,insert_0p25mm_perpendicular,0.186564,0.00103,0.0636,-24.814967,-115.904262,-11.947371,-13.812466,-108.990552,14.728504
1782501545.301174,0.360379,insert_0p25mm_perpendicular,0.184338,0.00103,0.065803,-24.815967,-115.904262,-11.949371,-13.813466,-108.990552,14.726504
1782501545.311079,0.370284,insert_0p25mm_perpendicular,0.183406,0.00103,0.066761,-24.815967,-115.904262,-11.950371,-13.813466,-108.990552,14.725504
1782501545.321082,0.380287,insert_0p25mm_perpendicular,0.181179,0.00103,0.068964,-24.816967,-115.904262,-11.952371,-13.814466,-108.990552,14.723504
1782501545.331083,0.390288,insert_0p25mm_perpendicular,0.178953,0.00103,0.071169,-24.817967,-115.904262,-11.954371,-13.815466,-108.990552,14.721504
1782501545.341085,0.40029,insert_0p25mm_perpendicular,0.176727,0.00103,0.073376,-24.818967,-115.904262,-11.956371,-13.816466,-108.990552,14.719504
1782501545.351079,0.410284,insert_0p25mm_perpendicular,0.175794,0.00103,0.07433,-24.818967,-115.904262,-11.957371,-13.816466,-108.990552,14.718504
1782501545.361085,0.42029,insert_0p25mm_perpendicular,0.174502,0.00103,0.075584,-24.819967,-115.904262,-11.958371,-13.817466,-108.990552,14.717504
1782501545.371081,0.430286,insert_0p25mm_perpendicular,0.171343,0.00103,0.078746,-24.820967,-115.904262,-11.961371,-13.818466,-108.990552,14.714504
1782501545.381084,0.440289,insert_0p25mm_perpendicular,0.169477,0.00103,0.080654,-24.820967,-115.904262,-11.963371,-13.818466,-108.990552,14.712504
1782501545.391083,0.450288,insert_0p25mm_perpendicular,0.168184,0.00103,0.081908,-24.821967,-115.904262,-11.964371,-13.819466,-108.990552,14.711504
1782501545.401082,0.460287,insert_0p25mm_perpendicular,0.166892,0.00103,0.083169,-24.822967,-115.904262,-11.965371,-13.820466,-108.990552,14.710504
1782501545.411078,0.470283,insert_0p25mm_perpendicular,0.165958,0.00103,0.084119,-24.822967,-115.904262,-11.966371,-13.820466,-108.990552,14.709504
1782501545.421079,0.480284,insert_0p25mm_perpendicular,0.162799,0.00103,0.087281,-24.823967,-115.904262,-11.969371,-13.821466,-108.990552,14.706504
1782501545.431079,0.490284,insert_0p25mm_perpendicular,0.161866,0.00103,0.088233,-24.823967,-115.904262,-11.970371,-13.821466,-108.990552,14.705504
1782501545.441103,0.500309,insert_0p25mm_perpendicular,0.15964,0.00103,0.090443,-24.824967,-115.904262,-11.972371,-13.822466,-108.990552,14.703504
1782501545.451082,0.510288,insert_0p25mm_perpendicular,0.158708,0.00103,0.091395,-24.824967,-115.904262,-11.973371,-13.822466,-108.990552,14.702504
1782501545.461095,0.5203,insert_0p25mm_perpendicular,0.156481,0.00103,0.093606,-24.825967,-115.904262,-11.975371,-13.823466,-108.990552,14.700504
1782501545.471087,0.530292,insert_0p25mm_perpendicular,0.154255,0.00103,0.095818,-24.826967,-115.904262,-11.977371,-13.824466,-108.990552,14.698504
1782501545.481084,0.540289,insert_0p25mm_perpendicular,0.153323,0.00103,0.096768,-24.826967,-115.904262,-11.978371,-13.824466,-108.990552,14.697504
1782501545.491082,0.550287,insert_0p25mm_perpendicular,0.151096,0.00103,0.09898,-24.827967,-115.904262,-11.980371,-13.825466,-108.990552,14.695504
1782501545.501026,0.560231,insert_0p25mm_perpendicular,0.150164,0.00103,0.09993,-24.827967,-115.904262,-11.981371,-13.825466,-108.990552,14.694504
1782501545.511027,0.570232,insert_0p25mm_perpendicular,0.147938,0.00103,0.102142,-24.828967,-115.904262,-11.983371,-13.826466,-108.990552,14.692504
1782501545.521082,0.580287,insert_0p25mm_perpendicular,0.146645,0.00103,0.103407,-24.829967,-115.904262,-11.984371,-13.827466,-108.990552,14.691504
1782501545.531081,0.590286,insert_0p25mm_perpendicular,0.145712,0.00103,0.104355,-24.829967,-115.904262,-11.985371,-13.827466,-108.990552,14.690504
1782501545.541084,0.600289,insert_0p25mm_perpendicular,0.143486,0.00103,0.106569,-24.830967,-115.904262,-11.987371,-13.828466,-108.990552,14.688504
1782501545.551038,0.610243,insert_0p25mm_perpendicular,0.142553,0.00103,0.107517,-24.830967,-115.904262,-11.988371,-13.828466,-108.990552,14.687504
1782501545.561028,0.620233,insert_0p25mm_perpendicular,0.140327,0.00103,0.109731,-24.831967,-115.904262,-11.990371,-13.829466,-108.990552,14.685504
1782501545.57108,0.630285,insert_0p25mm_perpendicular,0.138463,0.00103,0.111629,-24.831967,-115.904262,-11.992371,-13.829466,-108.990552,14.683504
1782501545.581085,0.64029,insert_0p25mm_perpendicular,0.137168,0.00103,0.112894,-24.832967,-115.904262,-11.993371,-13.830466,-108.990552,14.682504
1782501545.591079,0.650285,insert_0p25mm_perpendicular,0.136236,0.00103,0.113842,-24.832967,-115.904262,-11.994371,-13.830466,-108.990552,14.681504
1782501545.601035,0.66024,insert_0p25mm_perpendicular,0.134942,0.00103,0.115109,-24.833967,-115.904262,-11.995371,-13.831466,-108.990552,14.680504
1782501545.61103,0.670235,insert_0p25mm_perpendicular,0.134009,0.00103,0.116056,-24.833967,-115.904262,-11.996371,-13.831466,-108.990552,14.679504
1782501545.621082,0.680287,insert_0p25mm_perpendicular,0.131783,0.00103,0.118271,-24.834967,-115.904262,-11.998371,-13.832466,-108.990552,14.677504
1782501545.631078,0.690284,insert_0p25mm_perpendicular,0.130491,0.00103,0.119541,-24.835967,-115.904262,-11.999371,-13.833466,-108.990552,14.676504
1782501545.641084,0.700289,insert_0p25mm_perpendicular,0.128625,0.00103,0.121433,-24.835967,-115.904262,-12.001371,-13.833466,-108.990552,14.674504
1782501545.651038,0.710243,insert_0p25mm_perpendicular,0.127332,0.00103,0.122703,-24.836967,-115.904262,-12.002371,-13.834466,-108.990552,14.673504
1782501545.661028,0.720233,insert_0p25mm_perpendicular,0.126398,0.00103,0.123649,-24.836967,-115.904262,-12.003371,-13.834466,-108.990552,14.672504
1782501545.671082,0.730287,insert_0p25mm_perpendicular,0.125466,0.00103,0.124595,-24.836967,-115.904262,-12.004371,-13.834466,-108.990552,14.671504
1782501545.681093,0.740298,insert_0p25mm_perpendicular,0.124173,0.00103,0.125865,-24.837967,-115.904262,-12.005371,-13.835466,-108.990552,14.670504
1782501545.691151,0.750356,insert_0p25mm_perpendicular,0.12324,0.00103,0.126811,-24.837967,-115.904262,-12.006371,-13.835466,-108.990552,14.669504
1782501545.701031,0.760237,insert_0p25mm_perpendicular,0.121947,0.00103,0.128082,-24.838967,-115.904262,-12.007371,-13.836466,-108.990552,14.668504
1782501545.711029,0.770234,insert_0p25mm_perpendicular,0.121014,0.00103,0.129027,-24.838967,-115.904262,-12.008371,-13.836466,-108.990552,14.667504
1782501545.72109,0.780295,insert_0p25mm_perpendicular,0.119722,0.00103,0.1303,-24.839967,-115.904262,-12.009371,-13.837466,-108.990552,14.666504
1782501545.731079,0.790284,insert_0p25mm_perpendicular,0.118788,0.00103,0.131244,-24.839967,-115.904262,-12.010371,-13.837466,-108.990552,14.665504
1782501545.741101,0.800306,insert_0p25mm_perpendicular,0.116563,0.00103,0.133462,-24.840967,-115.904262,-12.012371,-13.838466,-108.990552,14.663504
1782501545.751034,0.810239,insert_0p25mm_perpendicular,0.115629,0.00103,0.134406,-24.840967,-115.904262,-12.013371,-13.838466,-108.990552,14.662504
1782501545.761027,0.820232,insert_0p25mm_perpendicular,0.115629,0.00103,0.134406,-24.840967,-115.904262,-12.013371,-13.838466,-108.990552,14.662504
1782501545.771105,0.83031,insert_0p25mm_perpendicular,0.113404,0.00103,0.136624,-24.841967,-115.904262,-12.015371,-13.839466,-108.990552,14.660504
1782501545.781089,0.840294,insert_0p25mm_perpendicular,0.11247,0.00103,0.137568,-24.841967,-115.904262,-12.016371,-13.839466,-108.990552,14.659504
1782501545.791084,0.850289,insert_0p25mm_perpendicular,0.111538,0.00103,0.138514,-24.841967,-115.904262,-12.017371,-13.839466,-108.990552,14.658504
1782501545.801041,0.860246,insert_0p25mm_perpendicular,0.110244,0.00103,0.139786,-24.842967,-115.904262,-12.018371,-13.840466,-108.990552,14.657504
1782501545.811032,0.870237,insert_0p25mm_perpendicular,0.109311,0.00103,0.14073,-24.842967,-115.904262,-12.019371,-13.840466,-108.990552,14.656504
1782501545.821084,0.880289,insert_0p25mm_perpendicular,0.108019,0.00103,0.142004,-24.843967,-115.904262,-12.020371,-13.841466,-108.990552,14.655504
1782501545.831028,0.890233,insert_0p25mm_perpendicular,0.107085,0.00103,0.142948,-24.843967,-115.904262,-12.021371,-13.841466,-108.990552,14.654504
1782501545.841089,0.900294,insert_0p25mm_perpendicular,0.106153,0.00103,0.143892,-24.843967,-115.904262,-12.022371,-13.841466,-108.990552,14.653504
1782501545.851046,0.910251,insert_0p25mm_perpendicular,0.10486,0.00103,0.145165,-24.844967,-115.904262,-12.023371,-13.842466,-108.990552,14.652504
1782501545.861029,0.920234,insert_0p25mm_perpendicular,0.103927,0.00103,0.14611,-24.844967,-115.904262,-12.024371,-13.842466,-108.990552,14.651504
1782501545.871077,0.930282,insert_0p25mm_perpendicular,0.102995,0.00103,0.147054,-24.844967,-115.904262,-12.025371,-13.842466,-108.990552,14.650504
1782501545.881072,0.940277,insert_0p25mm_perpendicular,0.101701,0.00103,0.148327,-24.845967,-115.904262,-12.026371,-13.843466,-108.990552,14.649504
1782501545.891114,0.950319,insert_0p25mm_perpendicular,0.100768,0.00103,0.149272,-24.845967,-115.904262,-12.027371,-13.843466,-108.990552,14.648504
1782501545.901071,0.960276,insert_0p25mm_perpendicular,0.098542,0.00103,0.151489,-24.846967,-115.904262,-12.029371,-13.844466,-108.990552,14.646504
1782501545.911095,0.9703,insert_0p25mm_perpendicular,0.098542,0.00103,0.151489,-24.846967,-115.904262,-12.029371,-13.844466,-108.990552,14.646504
1782501545.921082,0.980287,insert_0p25mm_perpendicular,0.096679,0.00103,0.153379,-24.846967,-115.904262,-12.031371,-13.844466,-108.990552,14.644504
1782501545.931082,0.990287,insert_0p25mm_perpendicular,0.096316,0.00103,0.153708,-24.847967,-115.904262,-12.031371,-13.845466,-108.990552,14.644504
1782501545.941083,1.000288,insert_0p25mm_perpendicular,0.095383,0.00103,0.154651,-24.847967,-115.904262,-12.032371,-13.845466,-108.990552,14.643504
1782501545.951096,1.010301,insert_0p25mm_perpendicular,0.094451,0.00103,0.155596,-24.847967,-115.904262,-12.033371,-13.845466,-108.990552,14.642504
1782501545.961091,1.020296,insert_0p25mm_perpendicular,0.093157,0.00103,0.156869,-24.848967,-115.904262,-12.034371,-13.846466,-108.990552,14.641504
1782501545.971092,1.030298,insert_0p25mm_perpendicular,0.092225,0.00103,0.157813,-24.848967,-115.904262,-12.035371,-13.846466,-108.990552,14.640504
1782501545.981108,1.040313,insert_0p25mm_perpendicular,0.091294,0.00103,0.158758,-24.848967,-115.904262,-12.036371,-13.846466,-108.990552,14.639504
1782501545.99109,1.050295,insert_0p25mm_perpendicular,0.089998,0.00103,0.160031,-24.849967,-115.904262,-12.037371,-13.847466,-108.990552,14.638504
1782501546.001033,1.060238,insert_0p25mm_perpendicular,0.089998,0.00103,0.160031,-24.849967,-115.904262,-12.037371,-13.847466,-108.990552,14.638504
1782501546.011082,1.070287,insert_0p25mm_perpendicular,0.089066,0.00103,0.160975,-24.849967,-115.904262,-12.038371,-13.847466,-108.990552,14.637504
1782501546.021081,1.080286,insert_0p25mm_perpendicular,0.087772,0.00103,0.16225,-24.850967,-115.904262,-12.039371,-13.848466,-108.990552,14.636504
1782501546.0311,1.090305,insert_0p25mm_perpendicular,0.08684,0.00103,0.163193,-24.850967,-115.904262,-12.040371,-13.848466,-108.990552,14.635504
1782501546.041079,1.100284,insert_0p25mm_perpendicular,0.085909,0.00103,0.164137,-24.850967,-115.904262,-12.041371,-13.848466,-108.990552,14.634504
1782501546.051025,1.11023,insert_0p25mm_perpendicular,0.085547,0.00103,0.164469,-24.851967,-115.904262,-12.041371,-13.849466,-108.990552,14.634504
1782501546.061074,1.120279,insert_0p25mm_perpendicular,0.084613,0.00103,0.165412,-24.851967,-115.904262,-12.042371,-13.849466,-108.990552,14.633504
1782501546.07108,1.130285,insert_0p25mm_perpendicular,0.083681,0.00103,0.166355,-24.851967,-115.904262,-12.043371,-13.849466,-108.990552,14.632504
1782501546.081017,1.140223,insert_0p25mm_perpendicular,0.082388,0.00103,0.167631,-24.852967,-115.904262,-12.044371,-13.850466,-108.990552,14.631504
1782501546.091072,1.150277,insert_0p25mm_perpendicular,0.081455,0.00103,0.168573,-24.852967,-115.904262,-12.045371,-13.850466,-108.990552,14.630504
1782501546.101044,1.160249,insert_0p25mm_perpendicular,0.081455,0.00103,0.168573,-24.852967,-115.904262,-12.045371,-13.850466,-108.990552,14.630504
1782501546.111014,1.170219,insert_0p25mm_perpendicular,0.080523,0.00103,0.169517,-24.852967,-115.904262,-12.046371,-13.850466,-108.990552,14.629504
1782501546.121081,1.180286,insert_0p25mm_perpendicular,0.079229,0.00103,0.170792,-24.853967,-115.904262,-12.047371,-13.851466,-108.990552,14.628504
1782501546.131089,1.190294,insert_0p25mm_perpendicular,0.079229,0.00103,0.170792,-24.853967,-115.904262,-12.047371,-13.851466,-108.990552,14.628504
1782501546.141088,1.200293,insert_0p25mm_perpendicular,0.078296,0.00103,0.171735,-24.853967,-115.904262,-12.048371,-13.851466,-108.990552,14.627504
1782501546.151041,1.210246,insert_0p25mm_perpendicular,0.077003,0.00103,0.173012,-24.854967,-115.904262,-12.049371,-13.852466,-108.990552,14.626504
1782501546.161019,1.220224,insert_0p25mm_perpendicular,0.07607,0.00103,0.173954,-24.854967,-115.904262,-12.050371,-13.852466,-108.990552,14.625504
1782501546.17108,1.230285,insert_0p25mm_perpendicular,0.075138,0.00103,0.174897,-24.854967,-115.904262,-12.051371,-13.852466,-108.990552,14.624504
1782501546.181021,1.240226,insert_0p25mm_perpendicular,0.074778,0.00103,0.175231,-24.855967,-115.904262,-12.051371,-13.853466,-108.990552,14.624504
1782501546.191075,1.25028,insert_0p25mm_perpendicular,0.073844,0.00103,0.176173,-24.855967,-115.904262,-12.052371,-13.853466,-108.990552,14.623504
1782501546.201051,1.260256,insert_0p25mm_perpendicular,0.072911,0.00103,0.177116,-24.855967,-115.904262,-12.053371,-13.853466,-108.990552,14.622504
1782501546.21103,1.270236,insert_0p25mm_perpendicular,0.071981,0.00103,0.178059,-24.855967,-115.904262,-12.054371,-13.853466,-108.990552,14.621504
1782501546.221079,1.280284,insert_0p25mm_perpendicular,0.071619,0.00103,0.178393,-24.856967,-115.904262,-12.054371,-13.854466,-108.990552,14.621504
1782501546.231088,1.290293,insert_0p25mm_perpendicular,0.070685,0.00103,0.179335,-24.856967,-115.904262,-12.055371,-13.854466,-108.990552,14.620504
1782501546.241081,1.300286,insert_0p25mm_perpendicular,0.070685,0.00103,0.179335,-24.856967,-115.904262,-12.055371,-13.854466,-108.990552,14.620504
1782501546.251037,1.310242,insert_0p25mm_perpendicular,0.069753,0.00103,0.180278,-24.856967,-115.904262,-12.056371,-13.854466,-108.990552,14.619504
1782501546.261092,1.320297,insert_0p25mm_perpendicular,0.068459,0.00103,0.181554,-24.857967,-115.904262,-12.057371,-13.855466,-108.990552,14.618504
1782501546.271077,1.330282,insert_0p25mm_perpendicular,0.067526,0.00103,0.182497,-24.857967,-115.904262,-12.058371,-13.855466,-108.990552,14.617504
1782501546.281018,1.340223,insert_0p25mm_perpendicular,0.067526,0.00103,0.182497,-24.857967,-115.904262,-12.058371,-13.855466,-108.990552,14.617504
1782501546.291075,1.35028,insert_0p25mm_perpendicular,0.066234,0.00103,0.183774,-24.858967,-115.904262,-12.059371,-13.856466,-108.990552,14.616504
1782501546.301073,1.360278,insert_0p25mm_perpendicular,0.0653,0.00103,0.184716,-24.858967,-115.904262,-12.060371,-13.856466,-108.990552,14.615504
1782501546.311071,1.370276,insert_0p25mm_perpendicular,0.0653,0.00103,0.184716,-24.858967,-115.904262,-12.060371,-13.856466,-108.990552,14.615504
1782501546.321069,1.380274,insert_0p25mm_perpendicular,0.064368,0.00103,0.185658,-24.858967,-115.904262,-12.061371,-13.856466,-108.990552,14.614504
1782501546.331019,1.390224,insert_0p25mm_perpendicular,0.064368,0.00103,0.185658,-24.858967,-115.904262,-12.061371,-13.856466,-108.990552,14.614504
1782501546.341069,1.400274,insert_0p25mm_perpendicular,0.063075,0.00103,0.186936,-24.859967,-115.904262,-12.062371,-13.857466,-108.990552,14.613504
1782501546.351085,1.41029,insert_0p25mm_perpendicular,0.062142,0.00103,0.187878,-24.859967,-115.904262,-12.063371,-13.857466,-108.990552,14.612504
1782501546.36109,1.420295,insert_0p25mm_perpendicular,0.062142,0.00103,0.187878,-24.859967,-115.904262,-12.063371,-13.857466,-108.990552,14.612504
1782501546.371076,1.430281,insert_0p25mm_perpendicular,0.06121,0.00103,0.18882,-24.859967,-115.904262,-12.064371,-13.857466,-108.990552,14.611504
1782501546.381037,1.440243,insert_0p25mm_perpendicular,0.059915,0.00103,0.190097,-24.860967,-115.904262,-12.065371,-13.858466,-108.990552,14.610504
1782501546.391073,1.450278,insert_0p25mm_perpendicular,0.059915,0.00103,0.190097,-24.860967,-115.904262,-12.065371,-13.858466,-108.990552,14.610504
1782501546.40108,1.460285,insert_0p25mm_perpendicular,0.058983,0.00103,0.191039,-24.860967,-115.904262,-12.066371,-13.858466,-108.990552,14.609504
1782501546.411074,1.470279,insert_0p25mm_perpendicular,0.058983,0.00103,0.191039,-24.860967,-115.904262,-12.066371,-13.858466,-108.990552,14.609504
1782501546.421083,1.480288,insert_0p25mm_perpendicular,0.058053,0.00103,0.191982,-24.860967,-115.904262,-12.067371,-13.858466,-108.990552,14.608504
1782501546.431075,1.49028,insert_0p25mm_perpendicular,0.058053,0.00103,0.191982,-24.860967,-115.904262,-12.067371,-13.858466,-108.990552,14.608504
1782501546.441081,1.500286,insert_0p25mm_perpendicular,0.056757,0.00103,0.193259,-24.861967,-115.904262,-12.068371,-13.859466,-108.990552,14.607504
